Source.Name,ReviewVenue,PublicationVenue,Title,delete,Authors,AuthorPDF,Abstract,ExplanationPage,SourceMaterials,Data,Preregistered,Video,DOI,PublicationYear,ConferenceYear,ConferenceTrack,ConferenceRoom,ConferenceDay,ConferenceSession,date,ConferenceTimeStart,ConferenceTimeEnd
openaccessvis.csv,VAST,TVCG,Analyzing the Training Processes of Deep Generative Models,,"Mengchen Liu, Jiaxin Shi, Kelei Cao, Jun Zhu, Shixia Liu",http://shixialiu.com/publications/dgmtracker/paper.pdf,"Among the many types of deep models, deep generative models (DGMs) provide a solution to the important problem of unsupervised and semi-supervised learning. However, training DGMs requires more skill, experience, and know-how because their training is more complex than other types of deep models such as convolutional neural networks (CNNs). We develop a visual analytics approach for better understanding and diagnosing the training process of a DGM. To help experts understand the overall training process, we first extract a large amount of time series data that represents training dynamics (e.g., activation changes over time). A blue-noise polyline sampling scheme is then introduced to select time series samples, which can both preserve outliers and reduce visual clutter. To further investigate the root cause of a failed training process, we propose a credit assignment algorithm that indicates how other neurons contribute to the output of the neuron causing the training failure. Two case studies are conducted with machine learning experts to demonstrate how our approach helps understand and diagnose the training processes of DGMs. We also show how our approach can be directly used to analyze other types of deep models, such as CNNs.",,,,,video http://shixialiu.com/publications/dgmtracker/video.mp4,,2018,2017,VAST,301-C,Wednesday,ML1: Deep Learning,,10:30:00 AM,10:50:00 AM
openaccessvis.csv,VAST,TVCG,Applying Pragmatics Principles for Interaction with Visual Analytics,,"Enamul Hoque, Vidya Setlur, Melanie Tory, Isaac Dykeman",https://research.tableau.com/sites/default/files/VAST2017_105.pdf,"Interactive visual data analysis is most productive when users can focus on answering the questions they have about their data, rather than focusing on how to operate the interface to the analysis tool. One viable approach to engaging users in interactive conversations with their data is a natural language interface to visualizations. These interfaces have the potential to be both more expressive and more accessible than other interaction paradigms. We explore how principles from language pragmatics can be applied to the flow of visual analytical conversations, using natural language as an input modality. We evaluate the effectiveness of pragmatics support in our system Evizeon, and present design considerations for conversation interfaces to visual analytics tools.",,,,,vimeo 230831885,,2018,2017,VAST,301-C,Thursday,Interaction in the Analysis Process,,2:40:00 PM,3:00:00 PM
openaccessvis.csv,VAST,TVCG,Beyond Tasks: An Activity Typology for Visual Analytics,,"Darren Edge, Nathalie Henry Riche, Jonathan Larson, Christopher White",,,,,,,,,2018,2017,VAST,301-C,Thursday,Theory and Analysis Process,,10:30:00 AM,10:50:00 AM
openaccessvis.csv,VAST,TVCG,BiDots: Visual Exploration of Weighted Biclusters,,"Jian Zhao, Maoyuan Sun, Francine Chen, Patrick Chiu",http://www.cs.toronto.edu/~jianzhao/papers/bidots.pdf,"Discovering and analyzing biclusters, i.e., two sets of related entities with close relationships, is a critical task in many real-world applications, such as exploring entity co-occurrences in intelligence analysis, and studying gene expression in bio-informatics. While the output of biclustering techniques can offer some initial low-level insights, visual approaches are required on top of that due to the algorithmic output complexity.This paper proposes a visualization technique, called BiDots, that allows analysts to interactively explore biclusters over multiple domains. BiDots overcomes several limitations of existing bicluster visualizations by encoding biclusters in a more compact and cluster-driven manner. A set of handy interactions is incorporated to support flexible analysis of biclustering results. More importantly, BiDots addresses the cases of weighted biclusters, which has been underexploited in the literature. The design of BiDots is grounded by a set of analytical tasks derived from previous work. We demonstrate its usefulness and effectiveness for exploring computed biclusters with an investigative document analysis task, in which suspicious people and activities are identified from a text corpus.",,,,,youtube 79VSgVIl11M,,2018,2017,VAST,301-C,Tuesday,Graphs and Trees,,4:35:00 PM,4:55:00 PM
openaccessvis.csv,VAST,TVCG,Bring it to the Pitch: Combining Video and Movement Data to Enhance Team Sport Analysis,,"Manuel Stein, Halld¢r Janetzko, Andreas Lamprecht, Thorsten Breitkreutz, Philipp Zimmermann, Bastian GoldlÅcke, Tobias Schreck, Gennady Andrienko, Michael Grossniklaus, Daniel Keim",,,,,,,vimeo 230830922,,2018,2017,VAST,301-C,Tuesday,"Space, Time, Movement",,2:00:00 PM,2:20:00 PM
openaccessvis.csv,VAST,TVCG,Clustering Trajectories by Relevant Parts for Air Traffic Analysis,,"Gennady Andrienko, Natalia Andrienko, Georg Fuchs, Jose Manuel Cordero Garcia",http://openaccess.city.ac.uk/18119/1/main-reducedSize.pdf,"Clustering of trajectories of moving objects by similarity is an important technique in movement analysis. Existing distance functions assess the similarity between trajectories based on properties of the trajectory points or segments. The properties may include the spatial positions, times, and thematic attributes. There may be a need to focus the analysis on certain parts of trajectories, i.e., points and segments that have particular properties. According to the analysis focus, the analyst may need to cluster trajectories by similarity of their relevant parts only. Throughout the analysis process, the focus may change, and different parts of trajectories may become relevant. We propose an analytical workflow in which interactive filtering tools are used to attach relevance flags to elements of trajectories, clustering is done using a distance function that ignores irrelevant elements, and the resulting clusters are summarized for further analysis. We demonstrate how this workflow can be useful for different analysis tasks in three case studies with real data from the domain of air traffic. We propose a suite of generic techniques and visualization guidelines to support movement data analysis by means of relevance-aware trajectory clustering.",,,,,vimeo 227918021,,2018,2017,VAST,301-C,Tuesday,"Space, Time, Movement",,2:40:00 PM,3:00:00 PM
openaccessvis.csv,VAST,TVCG,Clustervision: Visual Supervision of Unsupervised Clustering,,"Bum Chul Kwon, Ben Eysenbach, Janu Verma, Kenney Ng, Christopher deFilippi, Walter Stewart, Adam Perer",http://perer.org/papers/adamPerer-Clustervision-VAST2017.pdf,"Clustering, the process of grouping together similar items into distinct partitions, is a common type of unsupervised machine learning that can be useful for summarizing and aggregating complex multi-dimensional data. However, data can be clustered in many ways, and there exist a large body of algorithms designed to reveal different patterns. While having access to a wide variety of algorithms is helpful, in practice, it is quite difficult for data scientists to choose and parameterize algorithms to get the clustering results relevant for their dataset and analytical tasks. To alleviate this problem, we built <em>Clustervision</em>, a visual analytics tool that helps ensure data scientists find the right clustering among the large amount of techniques and parameters available. Our system clusters data using a variety of clustering techniques and parameters and then ranks clustering results utilizing five quality metrics. In addition, users can guide the system to produce more relevant results by providing task-relevant constraints on the data. Our visual user interface allows users to find high quality clustering results, explore the clusters using several coordinated visualization techniques, and select the cluster result that best suits their task. We demonstrate this novel approach using a case study with a team of researchers in the medical domain and showcase that our system empowers users to choose an effective representation of their complex data.",,,,,vimeo 232177941,,2018,2017,VAST,301-C,Thursday,ML2: Cluster Analysis,,5:15:00 PM,5:35:00 PM
openaccessvis.csv,VAST,TVCG,Comparing Visual-Interactive Labeling with Active Learning: An Experimental Study,,"JÅrgen Bernard, Marco Hutter, Matthias Zeppelzauer, Dieter Fellner, Michael Sedlmair",http://homepage.univie.ac.at/michael.sedlmair/papers/bernard2017labeling.pdf,"Labeling data instances is an important task in machine learning and visual analytics. Both fields provide a broad set of labeling strategies, whereby machine learning (and in particular active learning) follows a rather model-centered approach and visual analytics employs rather user-centered approaches (visual-interactive labeling). Both approaches have individual strengths and weaknesses. In this work, we conduct an experiment with three parts to assess and compare the performance of these different labeling strategies. In our study, we (1) identify different visual labeling strategies for user-centered labeling, (2) investigate strengths and weaknesses of labeling strategies for different labeling tasks and task complexities, and (3) shed light on the effect of using different visual encodings to guide the visual-interactive labeling process. We further compare labeling of single versus multiple instances at a time, and quantify the impact on efficiency. We systematically compare the performance of visual interactive labeling with that of active learning. Our main findings are that visual-interactive labeling can outperform active learning, given the condition that dimension reduction separates well the class distributions. Moreover, using dimension reduction in combination with additional visual encodings that expose the internal state of the learning model turns out to improve the performance of visual-interactive labeling.",,,,,video http://homepage.univie.ac.at/michael.sedlmair/papers/bernard2017labeling.mp4,,2018,2017,VAST,301-C,Thursday,Interaction in the Analysis Process,,2:20:00 PM,2:40:00 PM
openaccessvis.csv,VAST,TVCG,ConceptVector: Text Visual Analytics via Interactive Lexicon Building using Word Embedding,,"Deokgun Park, Seungyeon Kim, Jurim Lee, Jaegul Choo, Nicholas Diakopoulos, Niklas Elmqvist",http://www.umiacs.umd.edu/~elm/projects/conceptvector/conceptvector.pdf,"Central to many text analysis methods is the notion of a concept: a set of semantically related keywords characterizing a specific object, phenomenon, or theme. Advances in word embedding allow building such concepts from a small set of seed terms. However, naive application of such techniques may result in false positive errors because of the polysemy of human language. To mitigate this problem, we present a visual analytics system called ConceptVector that guides the user in building such concepts and then using them to analyze documents. Document-analysis case studies with real-world datasets demonstrate the fine-grained analysis provided by ConceptVector. To support the elaborate modeling of concepts using user seed terms, we introduce a bipolar concept model and support for irrelevant words. We validate the interactive lexicon building interface via a user study and expert reviews. The quantitative evaluation shows that the bipolar lexicon generated with our methods is comparable to human-generated ones.",,,,,youtube -_gANFu-ulY,,2018,2017,VAST,207,Wednesday,Text Analytics,,11:10:00 AM,11:30:00 AM
openaccessvis.csv,VAST,TVCG,DeepEyes: Progressive Visual Analytics for Designing Deep Neural Networks,,"Nicola Pezzotti, Thomas Hîllt, Jan van Gemert, Boudewijn P. F. Lelieveldt, Elmar Eisemann, Anna Vilanova",https://graphics.tudelft.nl/Publications-new/2018/PHVLEV18/paper216.pdf,"Deep neural networks are now rivaling human accuracy in several pattern recognition problems. Compared to traditional classifiers, where features are handcrafted, neural networks learn increasingly complex features directly from the data. Instead of handcrafting the features, it is now the network architecture that is manually engineered. The network architecture parameters such as the number of layers or the number of filters per layer and their interconnections are essential for good performance. Even though basic design guidelines exist, designing a neural network is an iterative trial-and-error process that takes days or even weeks to perform due to the large datasets used for training. In this paper, we present DeepEyes, a Progressive Visual Analytics system that supports the design of neural networks during training. We present novel visualizations, supporting the identification of layers that learned a stable set of patterns and, therefore, are of interest for a detailed analysis. The system facilitates the identification of problems, such as superfluous filters or layers, and information that is not being captured by the network. We demonstrate the effectiveness of our system through multiple use cases, showing how a trained network can be compressed, reshaped and adapted to different problems.",,,,,vimeo 230830385,,2018,2017,VAST,301-C,Wednesday,ML1: Deep Learning,,11:30:00 AM,11:50:00 AM
openaccessvis.csv,VAST,TVCG,Do Convolutional Neural Networks learn Class Hierarchy?,,"Bilal Alsallakh, Amin Jourabloo, Mao Ye, Xiaoming Liu, Liu Ren",http://cvlab.cse.msu.edu/pdfs/DoConvolutionalNeuralNetworksLearnClassHierarchy.pdf,"Convolutional Neural Networks (CNNs) currently achieve state-of-the-art accuracy in image classification. With a growing number of classes, the accuracy usually drops as the possibilities of confusion increase. Interestingly, the class confusion patterns follow a hierarchical structure over the classes. We present visual-analytics methods to reveal and analyze this hierarchy of similar classes in relation with CNN-internal data. We found that this hierarchy not only dictates the confusion patterns between the classes, it furthermore dictates the learning behavior of CNNs. In particular, the early layers in these networks develop feature detectors that can separate high-level groups of classes quite well, even after a few training epochs. In contrast, the latter layers require substantially more epochs to develop specialized feature detectors that can separate individual classes. We demonstrate how these insights are key to significant improvement in accuracy by designing hierarchy-aware CNNs that accelerate model convergence and alleviate overfitting. We further demonstrate how our methods help in identifying various quality issues in the training data.",,,,,vimeo 230831852,,2018,2017,VAST,102-ABC,Friday,ML3: Classification,,8:30:00 AM,8:50:00 AM
openaccessvis.csv,VAST,TVCG,Dynamic Influence Networks for Rule-based Models,,"Angus Forbes, Andrew Burks, Kristine Lee, Xing Li, Pierre Boutillier, Jean Krivine, Walter Fontana",https://osf.io/ayb3u/,"We introduce the Dynamic Influence Network (DIN), a novel visual analytics technique for representing and analyzing rule-based models of protein-protein interaction networks. Rule-based modeling has proved instrumental in developing biological modelsthat are concise, comprehensible, easily extensible, and that mitigate the combinatorial complexity of multi-state and multi-componentbiological molecules.  Our technique visualizes the dynamics of these rules as they evolve over time.  Using the data produced byKaSim, an open source stochastic simulator of rule-based models written in theKappalanguage, DINs provide a node-link diagramthat represents the influence that each rule has on the other rules. That is, rather than representing individual biological components ortypes, we instead represent the rules about them (as nodes) and the current influence of these rules (as links). Using our interactiveDIN-Vizsoftware tool, researchers are able to query this dynamic network to find meaningful patterns about biological processes, andto identify salient aspects of complex rule-based models. To evaluate the effectiveness of our approach, we investigate a simulation ofa circadian clock model that illustrates the oscillatory behavior of the KaiC protein phosphorylation cycle.",https://creativecodinglab.github.io/DynamicInfluenceNetworks/,https://osf.io/ba62x/,,,vimeo 195336381,,2018,2017,VAST,301-C,Tuesday,Graphs and Trees,,4:15:00 PM,4:35:00 PM
openaccessvis.csv,VAST,TVCG,EVA: Visual Analytics to Identify Fraudulent Events,,"Roger Leite, Theresia Gschwandtner, Silvia Miksch, Simone Kriglstein, Margit Pohl, Erich Gstrein, Johannes Kuntner",,,,,,,,,2018,2017,VAST,207,Thursday,Sensemaking,,4:35:00 PM,4:55:00 PM
openaccessvis.csv,VAST,TVCG,EventThread: Visual Summarization and Stage Analysis of Event Sequence Data,,"Shunan Guo, Ke Xu, Rongwen Zhao, David Gotz, Hongyuan Zha, Nan Cao",http://gotz.web.unc.edu/files/2013/10/PREPRINT-Guo-VIS-2017-EventThread-Preprint.pdf,"Event sequence data such as electronic health records, a person?s academic records, or car service records, are ordered series of events which have occurred over a period of time. Analyzing collections of event sequences can reveal common or semantically important sequential patterns. For example, event sequence analysis might reveal frequently used care plans for treating a disease, typical publishing patterns of professors, and the patterns of service that result in a well-maintained car. It is challenging, however, to visually explore large numbers of event sequences, or sequences with large numbers of event types. Existing methods focus on extracting explicitly matching patterns of events using statistical analysis to create stages of event progression over time. However, these methods fail to capture latent clusters of similar but not identical evolutions of event sequences. In this paper, we introduce a novel visualization system named EventThread which clusters event sequences into threads based on tensor analysis and visualizes the latent stage categories and evolution patterns by interactively grouping the threads by similarity into time-specific clusters. We demonstrate the effectiveness of EventThread through usage scenarios in three different application domains and via interviews with an expert user.",,,,,vimeo 230831051,,2018,2017,VAST,301-C,Wednesday,Sequences and Events,,2:20:00 PM,2:40:00 PM
openaccessvis.csv,VAST,TVCG,Graphiti: Interactive Specification of Attribute-based Edges for Network Modeling and Visualization,,"Arjun Srinivasan, Hyunwoo Park, Alex Endert, Rahul Basole",http://arjun010.github.io/static/papers/graphiti-vast-17.pdf,"Network visualizations, often in the form of node-link diagrams, are an effective means to understand relationships between entities, discover entities with interesting characteristics, and to identify clusters. While several existing tools allow users to visualize pre-defined networks, creating these networks from raw data remains a challenging task, often requiring users to program custom scripts or write complex SQL commands. Some existing tools also allow users to both visualize and model networks. Interaction techniques adopted by these tools often assume users know the exact conditions for defining edges in the resulting networks. This assumption may not always hold true, however. In cases where users do not know much about attributes in the dataset or when there are several attributes to choose from, users may not know which attributes they could use to formulate linking conditions. We propose an alternate interaction technique to model networks that allows users to demonstrate to the system a subset of nodes and links they wish to see in the resulting network. The system, in response, recommends conditions that can be used to model networks based on the specified nodes and links. In this paper, we show how such a demonstration-based interaction technique can be used to model networks by employing it in a prototype tool, Graphiti. Through multiple usage scenarios, we show how Graphiti not only allows users to model networks from a tabular dataset but also facilitates updating a pre-defined network with additional edge types.",,,,,vimeo 230830104,,2018,2017,VAST,301-C,Tuesday,Graphs and Trees,,5:35:00 PM,5:55:00 PM
openaccessvis.csv,VAST,TVCG,How Do Ancestral Traits Shape Family Trees over Generations?,,"Siwei Fu, Hao Dong, Weiwei Cui, Jian Zhao, Huamin Qu",,"Whether and how does the structure of family trees differ by ancestral traits over generations? This is a fundamental question regarding the structural heterogeneity of family trees for the multi-generational transmission research. However, previous work mostly focuses on parent-child scenarios due to the lack of proper tools to handle the complexity of extending the research to multi-generational processes. Through an iterative design study with social scientists and historians, we develop TreeEvo that assists users to generate and test empirical hypotheses for multi-generational research. TreeEvo summarizes and organizes family trees by structural features in a dynamic manner based on a traditional Sankey diagram. A pixel-based technique is further proposed to compactly encode trees with complex structures in each Sankey Node. Detailed information of trees is accessible through a space-efficient visualization with semantic zooming. Moreover, TreeEvo embeds Multinomial Logit Model (MLM) to examine statistical associations between tree structure and ancestral traits. We demonstrate the effectiveness and usefulness of TreeEvo through an in-depth case-study with domain experts using a real-world dataset (containing 54,128 family trees of 126,196 individuals).",,,,,youtube 7MqeoD49wVg,,2018,2017,VAST,301-C,Tuesday,Graphs and Trees,,4:55:00 PM,5:15:00 PM
openaccessvis.csv,VAST,TVCG,LDSScanner: Exploratory Analysis of Low-Dimensional Structures in High-Dimensional Datasets,,"Jiazhi Xia, Fenjin Ye, Wei Chen, Yusi Wang, Weifeng Chen, Yuxin Ma, Anthony K. H. Tung",,"Many approaches for analyzing a high-dimensional dataset assume that the dataset contains specific structures, e.g., clusters in linear subspaces or non-linear manifolds. This yields a trial-and-error process to verify the appropriate model and parameters. This paper contributes an exploratory interface that supports visual identification of low-dimensional structures in a high-dimensional dataset, and facilitates the optimized selection of data models and configurations. Our key idea is to abstract a set of global and local feature descriptors from the neighborhood graph-based representation of the latent low-dimensional structure, such as pairwise geodesic distance (GD) among points and pairwise local tangent space divergence (LTSD) among pointwise local tangent spaces (LTS). We propose a new LTSD-GD view, which is constructed by mapping LTSD and GD to the x axis and y axis using 1D multidimensional scaling, respectively. Unlike traditional dimensionality reduction methods that preserve various kinds of distances among points, the LTSD-GD view presents the distribution of pointwise LTS (x axis) and the variation of LTS in structures (the combination of x axis and y axis). We design and implement a suite of visual tools for navigating and reasoning about intrinsic structures of a high-dimensional dataset. Three case studies verify the effectiveness of our approach.",,,,,vimeo 230830366,,2018,2017,VAST,301-C,Wednesday,High-dimensional Data,,8:30:00 AM,8:50:00 AM
openaccessvis.csv,VAST,TVCG,PhenoLines: Phenotype Comparison Visualizations for Disease Subtyping via Topic Models,,"Michael Glueck, Mahdi Pakdaman Naeini, Finale Doshi-Velez, Fanny Chevalier, Azam Khan, Daniel Wigdor, Michael Brudno",,,,,,,,,2018,2017,VAST,207,Wednesday,Text Analytics,,11:30:00 AM,11:50:00 AM
openaccessvis.csv,VAST,TVCG,Podium: Ranking Data Using Mixed-Initiative Visual Analytics,,"Emily Wall, Subhajit Das, Ravish Chawla, Bharath Kalidindi, Eli T. Brown, Alex Endert",https://www.cc.gatech.edu/~ewall9/media/papers/PodiumVAST17.pdf,"People often rank and order data points as a vital part of making decisions. Multi-attribute ranking systems are a common tool used to make these data-driven decisions. Such systems often take the form of a table-based visualization in which users assign weights to the attributes representing the quantifiable importance of each attribute to a decision, which the system then uses to compute a ranking of the data. However, these systems assume that users are able to quantify their conceptual understanding of how important particular attributes are to a decision. This is not always easy or even possible for users to do. Rather, people often have a more holistic understanding of the data. They form opinions that data point A is better than data point B but do not necessarily know which attributes are important. To address these challenges, we present a visual analytic application to help people rank multi-variate data points. We developed a prototype system, Podium, that allows users to drag rows in the table to rank order data points based on their perception of the relative value of the data. Podium then infers a weighting model using Ranking SVM that satisfies the user?s data preferences as closely as possible. Whereas past systems help users understand the relationships between data points based on changes to attribute weights, our approach helps users to understand the attributes that might inform their understanding of the data. We present two usage scenarios to describe some of the potential uses of our proposed technique: (1) understanding which attributes contribute to a user?s subjective preferences for data, and (2) deconstructing attributes of importance for existing rankings.Our proposed approach makes powerful machine learning techniques more usable to those who may not have expertise in these areas",,,,,youtube Z4N9wKxK2i4,,2018,2017,VAST,301-C,Thursday,Interaction in the Analysis Process,,2:00:00 PM,2:20:00 PM
openaccessvis.csv,VAST,TVCG,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,,"Mennatallah El-Assady, Rita Sevastjanova, Fabian Sperrle, Daniel Keim, Christopher Collins",https://bib.dbvis.de/uploadedFiles/progressivelearningtopic.pdf,"Topic modeling algorithms are widely used to analyze the thematic composition of text corpora but remain difficult to interpret and adjust. Addressing these limitations, we present a modular visual analytics framework, tackling the understandability and adaptability of topic models through a user-driven reinforcement learning process which does not require a deep understanding of the underlying topic modeling algorithms. Given a document corpus, our approach initializes two algorithm configurations based on a parameter space analysis that enhances document separability. We abstract the model complexity in an interactive visual workspace for exploring the automatic matching results of two models, investigating topic summaries, analyzing parameter distributions, and reviewing documents. The main contribution of our work is an iterative decision-making technique in which users provide a document-based relevance feedback that allows the framework to converge to a user-endorsed topic distribution. We also report feedback from a two-stage study which shows that our technique results in topic model quality improvements on two independent measures.",,,,,vimeo 230830619,,2018,2017,VAST,207,Wednesday,Text Analytics,,11:50:00 AM,12:10:00 PM
openaccessvis.csv,VAST,TVCG,Sequence Synopsis: Optimize Visual Summary of Temporal Event Data,,"Yuanzhe Chen, Panpan Xu, Liu Ren",http://lliquid.github.io/homepage/files/ss_vast17.pdf,"Event sequences analysis plays an important role in many application domains such as customer behavior analysis, electronic health record analysis and vehicle fault diagnosis. Real-world event sequence data is often noisy and complex with high event cardinality, making it a challenging task to construct concise yet comprehensive overviews for such data. In this paper, we propose a novel visualization technique based on the minimum description length (MDL) principle to construct a coarse-level overview of event sequence data while balancing the information loss in it. The method addresses a fundamental trade-off in visualization design: reducing visual clutter vs. increasing the information content in a visualization. The method enables simultaneous sequence clustering and pattern extraction and is highly tolerant to noises such as missing or additional events in the data. Based on this approach we propose a visual analytics framework with multiple levels-of-detail to facilitate interactive data exploration. We demonstrate the usability and effectiveness of our approach through case studies with two real-world datasets. One dataset showcases a new application domain for event sequence visualization, i.e., fault development path analysis in vehicles for predictive maintenance. We also discuss the strengths and limitations of the proposed method based on user feedback.",,,,,vimeo 230830645,,2018,2017,VAST,301-C,Wednesday,Sequences and Events,,2:00:00 PM,2:20:00 PM
openaccessvis.csv,VAST,TVCG,SkyLens: Visual Analysis of Skyline on Multi-dimensional Data,,"Xun Zhao, Yanhong Wu, Weiwei Cui, Xinnan Du, Yuan Chen, Yong Wang, Dik-Lun Lee, Huamin Qu",http://yhwu.me/publications/skylens_vast17.pdf,"Skyline queries have wide-ranging applications in fields that involve multi-criteria decision making, including tourism, retail industry, and human resources. By automatically removing incompetent candidates, skyline queries allow users to focus on a subset of superior data items (i.e., the skyline), thus reducing the decision-making overhead. However, users are still required to interpret and compare these superior items manually before making a successful choice. This task is challenging because of two issues. First, people usually have fuzzy, unstable, and inconsistent preferences when presented with multiple candidates. Second, skyline queries do not reveal the reasons for the superiority of certain skyline points in a multi-dimensional space. To address these issues, we propose SkyLens, a visual analytic system aiming at revealing the superiority of skyline points from different perspectives and at different scales to aid users in their decision making. Two scenarios demonstrate the usefulness of SkyLens on two datasets with a dozen of attributes. A qualitative study is also conducted to show that users can efficiently accomplish skyline understanding and comparison tasks with SkyLens.",,,,,vimeo 230829927,,2018,2017,VAST,301-C,Wednesday,High-dimensional Data,,9:10:00 AM,9:30:00 AM
openaccessvis.csv,VAST,TVCG,SOMFlow: Guided Exploratory Cluster Analysis with Self-Organizing Maps and Analytic Provenance,,"Dominik Sacha, Matthias Kraus, JÅrgen Bernard, Michael Behrisch, Tobias Schreck, Yuki Asano, Daniel Keim",,,,,,,,,2018,2017,VAST,301-C,Thursday,ML2: Cluster Analysis,,4:35:00 PM,4:55:00 PM
openaccessvis.csv,VAST,TVCG,Supporting Handoff in Asynchronous Collaborative Sensemaking Using Knowledge-Transfer Graphs,,"Jian Zhao, Michael Glueck, Petra Isenberg, Fanny Chevalier, Azam Khan",,"During asynchronous collaborative analysis, handoff of partial findings is challenging because externalizations produced by analysts may not adequately communicate their investigative process. To address this challenge, we developed techniques to automatically capture and help encode tacit aspects of the investigative process based on an analyst?s interactions, and streamline explicit authoring of handoff annotations. We designed our techniques to mediate awareness of analysis coverage, support explicit communication of progress and uncertainty with annotation, and implicit communication through playback of investigation histories. To evaluate our techniques, we developed an interactive visual analysis system, KTGraph, that supports an asynchronous investigative document analysis task. We conducted a two-phase user study to characterize a set of handoff strategies and to compare investigative performance with and without our techniques. The results suggest that our techniques promote the use of more effective handoff strategies, help increase an awareness of prior investigative process and insights, as well as improve final investigative outcomes.",,,,,youtube 5iEyczTOvxQ,10.1109/TVCG.2017.2745279,2018,2017,VAST,207,Thursday,Sensemaking,,4:55:00 PM,5:15:00 PM
openaccessvis.csv,VAST,TVCG,The Interactive Visualization Gap in Initial Exploratory Data Analysis,,"Andrea Batch, Niklas Elmqvist",http://www.umiacs.umd.edu/~elm/projects/visgap/visgap.pdf,"Data scientists and other analytic professionals often use interactive visualization in the dissemination phase at the end of a workflow during which findings are communicated to a wider audience. Visualization scientists, however, hold that interactive representation of data can also be used during exploratory analysis itself. Since the use of interactive visualization is optional rather than mandatory, this leaves a ?visualization gap? during initial exploratory analysis that is the onus of visualization researchers to fill. In this paper, we explore areas where visualization would be beneficial in applied research by conducting a design study using a novel variation on contextual inquiry conducted with professional data analysts. Based on these interviews and experiments, we propose a set of interactive initial exploratory visualization guidelines which we believe will promote adoption by this type of user.",,,,,vimeo 230830233,10.1109/TVCG.2017.2743990,2018,2017,VAST,301-C,Thursday,Theory and Analysis Process,,11:50:00 AM,12:10:00 PM
openaccessvis.csv,VAST,TVCG,Towards a Systematic Combination of Dimension Reduction and Clustering in Visual Analytics,,"John Wenskovitch, Ian Crandell, Naren Ramakrishnan, Leanna House, Scotland Leman, Chris North",https://infovis.cs.vt.edu/sites/default/files/systematic-combination-dimension.pdf,"Dimension reduction algorithms and clustering algorithms are both frequently used techniques in visual analytics. Both families of algorithms assist analysts in performing related tasks regarding the similarity of observations and finding groups in datasets. Though initially used independently, recent works have incorporated algorithms from each family into the same visualization systems. However, these algorithmic combinations are often ad hoc or disconnected, working independently and in parallel rather than integrating some degree of interdependence. A number of design decisions must be addressed when employing dimension reduction and clustering algorithms concurrently in a visualization system, including the selection of each algorithm, the order in which they are processed, and how to present and interact with the resulting projection. This paper contributes an overview of combining dimension reduction and clustering into a visualization system, discussing the challenges inherent in developing a visualization system that makes use of both families of algorithms.",,,,,vimeo 230830954,,2018,2017,VAST,301-C,Thursday,ML2: Cluster Analysis,,4:55:00 PM,5:15:00 PM
openaccessvis.csv,VAST,TVCG,TreePOD: Sensitivity-Aware Selection of Pareto-Optimal Decision Trees,,"Thomas MÅhlbacher, Lorenz Linhardt, Torsten Mîller, Harald Piringer",http://eprints.cs.univie.ac.at/5263/1/treepod.pdf,"Balancing accuracy gains with other objectives such as interpretability is a key challenge when building decision trees. However, this process is difficult to automate because it involves know-how about the domain as well as the purpose of the model. This paper presents TreePOD, a new approach for sensitivity-aware model selection along trade-offs. TreePOD is based on exploring a large set of candidate trees generated by sampling the parameters of tree construction algorithms. Based on this set, visualizations of quantitative and qualitative tree aspects provide a comprehensive overview of possible tree characteristics. Along trade-offs between two objectives, TreePOD provides efficient selection guidance by focusing on Pareto-optimal tree candidates. TreePOD also conveys the sensitivities of tree characteristics on variations of selected parameters by extending the tree generation process with a full-factorial sampling. We demonstrate how TreePOD supports a variety of tasks involved in decision tree selection and describe its integration in a holistic workflow for building and selecting decision trees. For evaluation, we illustrate a case study for predicting critical power grid states, and we report qualitative feedback from domain experts in the energy sector. This feedback suggests that TreePOD enables users with and without statistical background a confident and efficient identification of suitable decision trees.",,,,,youtube a3QC3crIsxc,,2018,2017,VAST,102-ABC,Friday,ML3: Classification,,9:30:00 AM,9:50:00 AM
